,meanx,meany,stx,sty,s,i,r
2572,1.7,1.2,0.01,0.129154967,0.936041728,0.224566511,0.946
2672,1.7,1.2,0.01,0.215443469,0.931971963,0.228217582,0.912
2772,1.7,1.2,0.01,0.359381366,0.921556874,0.234312975,0.804
2872,1.7,1.2,0.01,0.59948425,0.916097036,0.212223718,0.574
2972,1.7,1.2,0.01,1,0.923247128,0.214697139,0.434
3072,1.7,1.2,0.1,0.01,0.939530809,0.219685472,0.96
3172,1.7,1.2,0.1,0.016681005,0.939287231,0.220191177,0.96
3272,1.7,1.2,0.1,0.027825594,0.938876036,0.221012869,0.96
3372,1.7,1.2,0.1,0.046415888,0.938176208,0.222323027,0.96
3472,1.7,1.2,0.1,0.077426368,0.936968312,0.224341168,0.96
3572,1.7,1.2,0.1,0.129154967,0.934830045,0.22724103,0.946
3672,1.7,1.2,0.1,0.215443469,0.930853492,0.23070076,0.912
3772,1.7,1.2,0.1,0.359381366,0.920962498,0.235720573,0.808
3872,1.7,1.2,0.1,0.59948425,0.91597654,0.212644238,0.574
3972,1.7,1.2,0.1,1,0.923694988,0.213951156,0.44
4072,1.7,1.2,1,0.01,0.871117266,0.372012413,0.926
4172,1.7,1.2,1,0.016681005,0.870880858,0.372492635,0.926
4272,1.7,1.2,1,0.027825594,0.87048685,0.373261075,0.926
4372,1.7,1.2,1,0.046415888,0.869830251,0.374452433,0.926
4472,1.7,1.2,1,0.077426368,0.868735388,0.376187954,0.922
4572,1.7,1.2,1,0.129154967,0.866904262,0.378370758,0.914
4672,1.7,1.2,1,0.215443469,0.863815475,0.379852788,0.89
4772,1.7,1.2,1,0.359381366,0.859872894,0.372447743,0.814
4872,1.7,1.2,1,0.59948425,0.85579506,0.344545901,0.618
4972,1.7,1.2,1,1,0.816992144,0.451838944,0.486
73,1.7,1.3,0.0001,0.01,0.94097338,0.251285652,0.96
173,1.7,1.3,0.0001,0.016681005,0.94074426,0.251763326,0.96
273,1.7,1.3,0.0001,0.027825594,0.94035768,0.252541954,0.96
373,1.7,1.3,0.0001,0.046415888,0.93970039,0.253790468,0.96
473,1.7,1.3,0.0001,0.077426368,0.938568003,0.255733984,0.96
573,1.7,1.3,0.0001,0.129154967,0.936570957,0.258589068,0.95
673,1.7,1.3,0.0001,0.215443469,0.932888199,0.262229646,0.918
773,1.7,1.3,0.0001,0.359381366,0.925883586,0.262536742,0.824
873,1.7,1.3,0.0001,0.59948425,0.908932164,0.267036498,0.612
973,1.7,1.3,0.0001,1,0.93528193,0.218520528,0.462
1073,1.7,1.3,0.001,0.01,0.940964127,0.251305578,0.96
1173,1.7,1.3,0.001,0.016681005,0.940735044,0.251783176,0.96
1273,1.7,1.3,0.001,0.027825594,0.94034853,0.252561671,0.96
1373,1.7,1.3,0.001,0.046415888,0.939691353,0.253809955,0.96
1473,1.7,1.3,0.001,0.077426368,0.93855917,0.255753057,0.96
1573,1.7,1.3,0.001,0.129154967,0.936562505,0.258607371,0.95
1673,1.7,1.3,0.001,0.215443469,0.9328805,0.262246429,0.918
1773,1.7,1.3,0.001,0.359381366,0.925877118,0.26255106,0.824
1873,1.7,1.3,0.001,0.59948425,0.908925599,0.267051507,0.612
1973,1.7,1.3,0.001,1,0.935283326,0.218518405,0.462
2073,1.7,1.3,0.01,0.01,0.940868237,0.25151257,0.96
2173,1.7,1.3,0.01,0.016681005,0.940639536,0.251989391,0.96
2273,1.7,1.3,0.01,0.027825594,0.940253678,0.252766553,0.96
2373,1.7,1.3,0.01,0.046415888,0.939597649,0.254012506,0.96
2473,1.7,1.3,0.01,0.077426368,0.938467526,0.255951428,0.96
2573,1.7,1.3,0.01,0.129154967,0.936474705,0.258797953,0.95
2673,1.7,1.3,0.01,0.215443469,0.932800302,0.262421635,0.918
2773,1.7,1.3,0.01,0.359381366,0.925809367,0.262701294,0.824
2873,1.7,1.3,0.01,0.59948425,0.908857322,0.267207653,0.612
2973,1.7,1.3,0.01,1,0.935293397,0.218505964,0.462
3073,1.7,1.3,0.1,0.01,0.939558714,0.25438872,0.96
3173,1.7,1.3,0.1,0.016681005,0.939334182,0.254856922,0.96
3273,1.7,1.3,0.1,0.027825594,0.938955489,0.255619277,0.96
3373,1.7,1.3,0.1,0.046415888,0.938311992,0.256839354,0.96
3473,1.7,1.3,0.1,0.077426368,0.937204373,0.25873187,0.96
3573,1.7,1.3,0.1,0.129154967,0.935253563,0.26149192,0.95
3673,1.7,1.3,0.1,0.215443469,0.931662341,0.264944782,0.918
3773,1.7,1.3,0.1,0.359381366,0.924809591,0.264942021,0.824
3873,1.7,1.3,0.1,0.59948425,0.907892756,0.269414489,0.612
3973,1.7,1.3,0.1,1,0.934991022,0.219290675,0.464
4073,1.7,1.3,1,0.01,0.871144497,0.406718285,0.926
4173,1.7,1.3,1,0.016681005,0.870926249,0.407163649,0.926
4273,1.7,1.3,1,0.027825594,0.870562495,0.407878753,0.926
4373,1.7,1.3,1,0.046415888,0.869956316,0.408994494,0.926
4473,1.7,1.3,1,0.077426368,0.86894572,0.410641244,0.924
4573,1.7,1.3,1,0.129154967,0.867256793,0.412784272,0.914
4673,1.7,1.3,1,0.215443469,0.864412795,0.414562318,0.894
4773,1.7,1.3,1,0.359381366,0.859659664,0.409953881,0.826
4873,1.7,1.3,1,0.59948425,0.843272865,0.413562563,0.662
4973,1.7,1.3,1,1,0.837836605,0.432094152,0.504
74,1.7,1.4,0.0001,0.01,0.940997761,0.283418781,0.96
174,1.7,1.4,0.0001,0.016681005,0.940785265,0.283863421,0.96
274,1.7,1.4,0.0001,0.027825594,0.940427028,0.284589437,0.96
374,1.7,1.4,0.0001,0.046415888,0.939818769,0.285757083,0.96
474,1.7,1.4,0.0001,0.077426368,0.938773351,0.287584771,0.96
574,1.7,1.4,0.0001,0.129154967,0.936937649,0.290300248,0.95
674,1.7,1.4,0.0001,0.215443469,0.933581185,0.29387495,0.928
774,1.7,1.4,0.0001,0.359381366,0.927025842,0.296077456,0.852
874,1.7,1.4,0.0001,0.59948425,0.914419617,0.296823636,0.674
974,1.7,1.4,0.0001,1,0.876177928,0.373441503,0.464
1074,1.7,1.4,0.001,0.01,0.940988503,0.283438715,0.96
1174,1.7,1.4,0.001,0.016681005,0.940776042,0.283883283,0.96
1274,1.7,1.4,0.001,0.027825594,0.940417866,0.284609178,0.96
1374,1.7,1.4,0.001,0.046415888,0.939809711,0.285776612,0.96
1474,1.7,1.4,0.001,0.077426368,0.93876448,0.28760392,0.96
1574,1.7,1.4,0.001,0.129154967,0.936929125,0.290318697,0.95
1674,1.7,1.4,0.001,0.215443469,0.93357334,0.293892026,0.928
1774,1.7,1.4,0.001,0.359381366,0.927019357,0.296091796,0.852
1874,1.7,1.4,0.001,0.59948425,0.914418218,0.296827595,0.674
1974,1.7,1.4,0.001,1,0.8761622,0.37347556,0.464
2074,1.7,1.4,0.01,0.01,0.940892573,0.283645789,0.96
2174,1.7,1.4,0.01,0.016681005,0.940680465,0.284089639,0.96
2274,1.7,1.4,0.01,0.027825594,0.940322895,0.284814302,0.96
2374,1.7,1.4,0.01,0.046415888,0.939715798,0.285979589,0.96
2474,1.7,1.4,0.01,0.077426368,0.938672456,0.287803063,0.96
2574,1.7,1.4,0.01,0.129154967,0.936840601,0.290510743,0.95
2674,1.7,1.4,0.01,0.215443469,0.933491672,0.294070204,0.928
2774,1.7,1.4,0.01,0.359381366,0.92695142,0.296242289,0.852
2874,1.7,1.4,0.01,0.59948425,0.914401649,0.296873158,0.674
2974,1.7,1.4,0.01,1,0.876004086,0.373818332,0.464
3074,1.7,1.4,0.1,0.01,0.939582611,0.286522849,0.96
3174,1.7,1.4,0.1,0.016681005,0.939374361,0.286958721,0.96
3274,1.7,1.4,0.1,0.027825594,0.939023409,0.287669705,0.96
3374,1.7,1.4,0.1,0.046415888,0.938427853,0.288811159,0.96
3474,1.7,1.4,0.1,0.077426368,0.937405144,0.290592078,0.96
3574,1.7,1.4,0.1,0.129154967,0.935611552,0.293220975,0.95
3674,1.7,1.4,0.1,0.215443469,0.932337614,0.296626375,0.928
3774,1.7,1.4,0.1,0.359381366,0.925948074,0.298489852,0.852
3874,1.7,1.4,0.1,0.59948425,0.913961236,0.297962779,0.674
3974,1.7,1.4,0.1,1,0.871994329,0.38033912,0.45
4074,1.7,1.4,1,0.01,0.87116784,0.438854612,0.926
4174,1.7,1.4,1,0.016681005,0.870965161,0.439269822,0.926
4274,1.7,1.4,1,0.027825594,0.870627343,0.439938447,0.926
4374,1.7,1.4,1,0.046415888,0.870064384,0.44098725,0.926
4474,1.7,1.4,1,0.077426368,0.86912597,0.442551929,0.924
4574,1.7,1.4,1,0.129154967,0.867558581,0.444643066,0.916
4674,1.7,1.4,1,0.215443469,0.864923252,0.446608426,0.902
4774,1.7,1.4,1,0.359381366,0.860486686,0.44420779,0.848
4874,1.7,1.4,1,0.59948425,0.854846118,0.430863605,0.714
4974,1.7,1.4,1,1,0.804363153,0.531188532,0.512
75,1.7,1.5,0.0001,0.01,0.941018872,0.313337248,0.96
175,1.7,1.5,0.0001,0.016681005,0.940820752,0.313753123,0.96
275,1.7,1.5,0.0001,0.027825594,0.940486987,0.314433171,0.96
375,1.7,1.5,0.0001,0.046415888,0.939920955,0.315529704,0.96
475,1.7,1.5,0.0001,0.077426368,0.938950109,0.317254155,0.96
575,1.7,1.5,0.0001,0.129154967,0.937251633,0.319840503,0.95
675,1.7,1.5,0.0001,0.215443469,0.934168356,0.323330222,0.93
775,1.7,1.5,0.0001,0.359381366,0.92817412,0.326259502,0.868
875,1.7,1.5,0.0001,0.59948425,0.908696017,0.341589049,0.688
975,1.7,1.5,0.0001,1,0.913054461,0.320585279,0.498
1075,1.7,1.5,0.001,0.01,0.941009611,0.313357189,0.96
1175,1.7,1.5,0.001,0.016681005,0.940811524,0.313772998,0.96
1275,1.7,1.5,0.001,0.027825594,0.940477814,0.314452932,0.96
1375,1.7,1.5,0.001,0.046415888,0.93991188,0.315549269,0.96
1475,1.7,1.5,0.001,0.077426368,0.938941206,0.31727337,0.96
1575,1.7,1.5,0.001,0.129154967,0.937243048,0.319859074,0.95
1675,1.7,1.5,0.001,0.215443469,0.934160389,0.323347546,0.93
1775,1.7,1.5,0.001,0.359381366,0.928167423,0.326274266,0.868
1875,1.7,1.5,0.001,0.59948425,0.908692055,0.341598324,0.688
1975,1.7,1.5,0.001,1,0.913039511,0.32061673,0.498
2075,1.7,1.5,0.01,0.01,0.940913646,0.313564334,0.96
2175,1.7,1.5,0.01,0.016681005,0.940715887,0.313979474,0.96
2275,1.7,1.5,0.01,0.027825594,0.940382742,0.314658264,0.96
2375,1.7,1.5,0.01,0.046415888,0.939817786,0.31575261,0.96
2475,1.7,1.5,0.01,0.077426368,0.938848856,0.317473173,0.96
2575,1.7,1.5,0.01,0.129154967,0.937153912,0.320052363,0.95
2675,1.7,1.5,0.01,0.215443469,0.934077487,0.323528216,0.93
2775,1.7,1.5,0.01,0.359381366,0.928097349,0.326429045,0.868
2875,1.7,1.5,0.01,0.59948425,0.908649923,0.341696846,0.688
2975,1.7,1.5,0.01,1,0.912887211,0.320937711,0.498
3075,1.7,1.5,0.1,0.01,0.939603304,0.316442181,0.96
3175,1.7,1.5,0.1,0.016681005,0.939409135,0.316849895,0.96
3275,1.7,1.5,0.1,0.027825594,0.939082138,0.317515976,0.96
3375,1.7,1.5,0.1,0.046415888,0.938527877,0.318588235,0.96
3475,1.7,1.5,0.1,0.077426368,0.93757799,0.320269513,0.96
3575,1.7,1.5,0.1,0.129154967,0.935918156,0.322776392,0.95
3675,1.7,1.5,0.1,0.215443469,0.932909932,0.326112089,0.93
3775,1.7,1.5,0.1,0.359381366,0.92707036,0.328724888,0.868
3875,1.7,1.5,0.1,0.59948425,0.907961518,0.343295094,0.688
3975,1.7,1.5,0.1,1,0.911070016,0.324823792,0.502
4075,1.7,1.5,1,0.01,0.871188072,0.468775811,0.926
4175,1.7,1.5,1,0.016681005,0.870998888,0.469164682,0.926
4275,1.7,1.5,1,0.027825594,0.870683553,0.469792454,0.926
4375,1.7,1.5,1,0.046415888,0.870158053,0.47078166,0.926
4475,1.7,1.5,1,0.077426368,0.869282168,0.472270762,0.924
4575,1.7,1.5,1,0.129154967,0.867819881,0.474303858,0.918
4675,1.7,1.5,1,0.215443469,0.865364446,0.476385581,0.904
4775,1.7,1.5,1,0.359381366,0.861213701,0.475302937,0.86
4875,1.7,1.5,1,0.59948425,0.847687712,0.477838693,0.722
4975,1.7,1.5,1,1,0.828979588,0.503750852,0.542
76,1.7,1.6,0.0001,0.01,0.941037332,0.341326751,0.96
176,1.7,1.6,0.0001,0.016681005,0.940851765,0.341717355,0.96
276,1.7,1.6,0.0001,0.027825594,0.940539343,0.342356897,0.96
376,1.7,1.6,0.0001,0.046415888,0.940010058,0.343390421,0.96
476,1.7,1.6,0.0001,0.077426368,0.939103859,0.345022371,0.96
576,1.7,1.6,0.0001,0.129154967,0.937523528,0.347489578,0.95
676,1.7,1.6,0.0001,0.215443469,0.934672291,0.350884892,0.936
776,1.7,1.6,0.0001,0.359381366,0.929179382,0.354183489,0.88
876,1.7,1.6,0.0001,0.59948425,0.911523901,0.368795046,0.722
976,1.7,1.6,0.0001,1,0.909533864,0.34987289,0.502
1076,1.7,1.6,0.001,0.01,0.941028067,0.341346699,0.96
1176,1.7,1.6,0.001,0.016681005,0.940842531,0.34173724,0.96
1276,1.7,1.6,0.001,0.027825594,0.940530161,0.342376676,0.96
1376,1.7,1.6,0.001,0.046415888,0.940000967,0.343410018,0.96
1476,1.7,1.6,0.001,0.077426368,0.939094928,0.345041642,0.96
1576,1.7,1.6,0.001,0.129154967,0.937514891,0.347508254,0.95
1676,1.7,1.6,0.001,0.215443469,0.93466422,0.350902425,0.936
1776,1.7,1.6,0.001,0.359381366,0.929172476,0.354198673,0.88
1876,1.7,1.6,0.001,0.59948425,0.91151708,0.368810165,0.722
1976,1.7,1.6,0.001,1,0.909522665,0.349896715,0.502
2076,1.7,1.6,0.01,0.01,0.940932072,0.341553906,0.96
2176,1.7,1.6,0.01,0.016681005,0.940746844,0.341943822,0.96
2276,1.7,1.6,0.01,0.027825594,0.940434999,0.342582189,0.96
2376,1.7,1.6,0.01,0.046415888,0.939906717,0.343613677,0.96
2476,1.7,1.6,0.01,0.077426368,0.939002298,0.345242016,0.96
2576,1.7,1.6,0.01,0.129154967,0.937425228,0.347702611,0.95
2676,1.7,1.6,0.01,0.215443469,0.93458027,0.351085215,0.936
2776,1.7,1.6,0.01,0.359381366,0.929100291,0.354357702,0.88
2876,1.7,1.6,0.01,0.59948425,0.911446288,0.36896733,0.722
2976,1.7,1.6,0.01,1,0.909407921,0.350141268,0.502
3076,1.7,1.6,0.1,0.01,0.939621397,0.34443244,0.96
3176,1.7,1.6,0.1,0.016681005,0.939439526,0.344815411,0.96
3276,1.7,1.6,0.1,0.027825594,0.939133423,0.345441911,0.96
3376,1.7,1.6,0.1,0.046415888,0.938615103,0.346452821,0.96
3476,1.7,1.6,0.1,0.077426368,0.937728361,0.348044686,0.96
3576,1.7,1.6,0.1,0.129154967,0.936183716,0.350438486,0.95
3676,1.7,1.6,0.1,0.215443469,0.933401245,0.353692637,0.936
3776,1.7,1.6,0.1,0.359381366,0.928050125,0.356700958,0.88
3876,1.7,1.6,0.1,0.59948425,0.910463686,0.371170359,0.722
3976,1.7,1.6,0.1,1,0.907969553,0.353249897,0.504
4076,1.7,1.6,1,0.01,0.871205777,0.496767674,0.926
4176,1.7,1.6,1,0.016681005,0.871028402,0.497133342,0.926
4276,1.7,1.6,1,0.027825594,0.870732742,0.497724933,0.926
4376,1.7,1.6,1,0.046415888,0.870240024,0.498660785,0.926
4476,1.7,1.6,1,0.077426368,0.869418834,0.500080376,0.924
4576,1.7,1.6,1,0.129154967,0.868048352,0.50205286,0.92
4676,1.7,1.6,1,0.215443469,0.865749583,0.504203282,0.904
4776,1.7,1.6,1,0.359381366,0.861859368,0.504004483,0.868
4876,1.7,1.6,1,0.59948425,0.847917123,0.510335943,0.748
4976,1.7,1.6,1,1,0.833194262,0.518342907,0.556
77,1.7,1.7,0.0001,0.01,0.941053608,0.36762104,0.96
177,1.7,1.7,0.0001,0.016681005,0.9408791,0.367989265,0.96
277,1.7,1.7,0.0001,0.027825594,0.940585455,0.368592846,0.96
377,1.7,1.7,0.0001,0.046415888,0.940088438,0.369570167,0.96
477,1.7,1.7,0.0001,0.077426368,0.939238821,0.371118814,0.96
577,1.7,1.7,0.0001,0.129154967,0.937761274,0.373476156,0.95
677,1.7,1.7,0.0001,0.215443469,0.935109572,0.376773258,0.938
777,1.7,1.7,0.0001,0.359381366,0.930049147,0.380272969,0.89
877,1.7,1.7,0.0001,0.59948425,0.912085056,0.39869502,0.756
977,1.7,1.7,0.0001,1,0.909740681,0.37633173,0.526
1077,1.7,1.7,0.001,0.01,0.941044342,0.367640992,0.96
1177,1.7,1.7,0.001,0.016681005,0.940869862,0.368009159,0.96
1277,1.7,1.7,0.001,0.027825594,0.940576266,0.368612641,0.96
1377,1.7,1.7,0.001,0.046415888,0.940079334,0.369589791,0.96
1477,1.7,1.7,0.001,0.077426368,0.939229866,0.371138135,0.96
1577,1.7,1.7,0.001,0.129154967,0.937752592,0.373494924,0.95
1677,1.7,1.7,0.001,0.215443469,0.935101412,0.376790971,0.938
1777,1.7,1.7,0.001,0.359381366,0.930042055,0.380288527,0.89
1877,1.7,1.7,0.001,0.59948425,0.91207951,0.398707575,0.756
1977,1.7,1.7,0.001,1,0.909738939,0.376335957,0.526
2077,1.7,1.7,0.01,0.01,0.940948319,0.367848254,0.96
2177,1.7,1.7,0.01,0.016681005,0.940774128,0.368215834,0.96
2277,1.7,1.7,0.01,0.027825594,0.940481025,0.368818313,0.96
2377,1.7,1.7,0.01,0.046415888,0.939984948,0.369793727,0.96
2477,1.7,1.7,0.01,0.077426368,0.93913699,0.371339006,0.96
2577,1.7,1.7,0.01,0.129154967,0.937662472,0.373690206,0.95
2677,1.7,1.7,0.01,0.215443469,0.935016561,0.376975584,0.938
2777,1.7,1.7,0.01,0.359381366,0.929967992,0.380451344,0.89
2877,1.7,1.7,0.01,0.59948425,0.912021434,0.398839153,0.756
2977,1.7,1.7,0.01,1,0.90971863,0.376384821,0.526
3077,1.7,1.7,0.1,0.01,0.939637352,0.370727393,0.96
3177,1.7,1.7,0.1,0.016681005,0.939466314,0.371088451,0.96
3277,1.7,1.7,0.1,0.027825594,0.939178595,0.3716798,0.96
3377,1.7,1.7,0.1,0.046415888,0.93869184,0.372635954,0.96
3477,1.7,1.7,0.1,0.077426368,0.937860374,0.3741472,0.96
3577,1.7,1.7,0.1,0.129154967,0.936415967,0.37643636,0.95
3677,1.7,1.7,0.1,0.215443469,0.933827676,0.379603257,0.94
3777,1.7,1.7,0.1,0.359381366,0.928897232,0.382836762,0.89
3877,1.7,1.7,0.1,0.59948425,0.911162905,0.40079285,0.756
3977,1.7,1.7,0.1,1,0.90920998,0.377567696,0.526
4077,1.7,1.7,1,0.01,0.871221399,0.523064021,0.926
4177,1.7,1.7,1,0.016681005,0.871054447,0.523409094,0.926
4277,1.7,1.7,1,0.027825594,0.870776151,0.523968422,0.926
4377,1.7,1.7,1,0.046415888,0.87031236,0.524856262,0.926
4477,1.7,1.7,1,0.077426368,0.86953942,0.526211906,0.924
4577,1.7,1.7,1,0.129154967,0.86824983,0.528123365,0.92
4677,1.7,1.7,1,0.215443469,0.866088732,0.530309802,0.91
4777,1.7,1.7,1,0.359381366,0.862432426,0.530736224,0.874
4877,1.7,1.7,1,0.59948425,0.84926023,0.538690089,0.774
4977,1.7,1.7,1,1,0.842419234,0.525623339,0.578
78,1.7,1.8,0.0001,0.01,0.941068068,0.392413788,0.96
178,1.7,1.8,0.0001,0.016681005,0.940903374,0.392762059,0.96
278,1.7,1.8,0.0001,0.027825594,0.940626378,0.393333501,0.96
378,1.7,1.8,0.0001,0.046415888,0.940157923,0.394260384,0.96
478,1.7,1.8,0.0001,0.077426368,0.93935824,0.39573366,0.96
578,1.7,1.8,0.0001,0.129154967,0.937970932,0.397989627,0.952
678,1.7,1.8,0.0001,0.215443469,0.935492644,0.401188038,0.94
778,1.7,1.8,0.0001,0.359381366,0.930804689,0.404795035,0.898
878,1.7,1.8,0.0001,0.59948425,0.914682588,0.420936293,0.77
978,1.7,1.8,0.0001,1,0.916835824,0.39043349,0.566
1078,1.7,1.8,0.001,0.01,0.941058799,0.392433745,0.96
1178,1.7,1.8,0.001,0.016681005,0.940894132,0.392781961,0.96
1278,1.7,1.8,0.001,0.027825594,0.940617182,0.39335331,0.96
1378,1.7,1.8,0.001,0.046415888,0.940148806,0.394280032,0.96
1478,1.7,1.8,0.001,0.077426368,0.939349263,0.395753024,0.96
1578,1.7,1.8,0.001,0.129154967,0.93796221,0.398008475,0.952
1678,1.7,1.8,0.001,0.215443469,0.935484407,0.401205907,0.94
1778,1.7,1.8,0.001,0.359381366,0.930797434,0.404810921,0.898
1878,1.7,1.8,0.001,0.59948425,0.91467859,0.420945635,0.77
1978,1.7,1.8,0.001,1,0.916838631,0.390428566,0.566
2078,1.7,1.8,0.01,0.01,0.940962753,0.392641055,0.96
2178,1.7,1.8,0.01,0.016681005,0.940798358,0.392988717,0.96
2278,1.7,1.8,0.01,0.027825594,0.940521872,0.393559123,0.96
2378,1.7,1.8,0.01,0.046415888,0.940054299,0.394484214,0.96
2478,1.7,1.8,0.01,0.077426368,0.939256172,0.395954333,0.96
2578,1.7,1.8,0.01,0.129154967,0.93787169,0.398204568,0.952
2678,1.7,1.8,0.01,0.215443469,0.935398773,0.401392104,0.94
2778,1.7,1.8,0.01,0.359381366,0.93072173,0.404977051,0.898
2878,1.7,1.8,0.01,0.59948425,0.914635886,0.421045328,0.77
2978,1.7,1.8,0.01,1,0.916863499,0.390386586,0.566
3078,1.7,1.8,0.1,0.01,0.939651526,0.395520732,0.96
3178,1.7,1.8,0.1,0.016681005,0.939490103,0.395862246,0.96
3278,1.7,1.8,0.1,0.027825594,0.939218686,0.396422172,0.96
3378,1.7,1.8,0.1,0.046415888,0.938759873,0.397329164,0.96
3478,1.7,1.8,0.1,0.077426368,0.937977199,0.39876739,0.96
3578,1.7,1.8,0.1,0.129154967,0.936620813,0.400959723,0.952
3678,1.7,1.8,0.1,0.215443469,0.934201325,0.404037368,0.94
3778,1.7,1.8,0.1,0.359381366,0.92963298,0.407399315,0.9
3878,1.7,1.8,0.1,0.59948425,0.913919343,0.422706056,0.77
3978,1.7,1.8,0.1,1,0.916775149,0.390729742,0.566
4078,1.7,1.8,1,0.01,0.871235286,0.54785858,0.926
4178,1.7,1.8,1,0.016681005,0.871077599,0.54818525,0.926
4278,1.7,1.8,1,0.027825594,0.87081474,0.548715636,0.926
4378,1.7,1.8,1,0.046415888,0.870376666,0.549560062,0.926
4478,1.7,1.8,1,0.077426368,0.869646609,0.550856809,0.924
4578,1.7,1.8,1,0.129154967,0.868428846,0.552708134,0.92
4678,1.7,1.8,1,0.215443469,0.866389692,0.55490785,0.912
4778,1.7,1.8,1,0.359381366,0.862942568,0.555790548,0.882
4878,1.7,1.8,1,0.59948425,0.851857053,0.562751476,0.796
4978,1.7,1.8,1,1,0.848433652,0.541541828,0.61
79,1.7,1.9,0.0001,0.01,0.941081,0.415867265,0.96
179,1.7,1.9,0.0001,0.016681005,0.940925074,0.416197633,0.96
279,1.7,1.9,0.0001,0.027825594,0.940662941,0.416740181,0.96
379,1.7,1.9,0.0001,0.046415888,0.940219943,0.417621553,0.96
479,1.7,1.9,0.0001,0.077426368,0.939464655,0.419026334,0.96
579,1.7,1.9,0.0001,0.129154967,0.938157204,0.421188639,0.956
679,1.7,1.9,0.0001,0.215443469,0.93583103,0.424289861,0.94
779,1.7,1.9,0.0001,0.359381366,0.931465733,0.427946834,0.906
879,1.7,1.9,0.0001,0.59948425,0.920189368,0.432160913,0.77
979,1.7,1.9,0.0001,1,0.911658668,0.420220826,0.56
1079,1.7,1.9,0.001,0.01,0.941071728,0.415887227,0.96
1179,1.7,1.9,0.001,0.016681005,0.940915829,0.416217542,0.96
1279,1.7,1.9,0.001,0.027825594,0.940653738,0.416760003,0.96
1379,1.7,1.9,0.001,0.046415888,0.940210816,0.417641222,0.96
1479,1.7,1.9,0.001,0.077426368,0.93945566,0.419045737,0.96
1579,1.7,1.9,0.001,0.129154967,0.938148447,0.421207558,0.956
1679,1.7,1.9,0.001,0.215443469,0.935822724,0.424307868,0.94
1779,1.7,1.9,0.001,0.359381366,0.931458337,0.427963006,0.906
1879,1.7,1.9,0.001,0.59948425,0.920188781,0.432163184,0.77
1979,1.7,1.9,0.001,1,0.911661327,0.420216323,0.56
2079,1.7,1.9,0.01,0.01,0.940975661,0.41609458,0.96
2179,1.7,1.9,0.01,0.016681005,0.940820019,0.416424372,0.96
2279,1.7,1.9,0.01,0.027825594,0.940558367,0.416965941,0.96
2379,1.7,1.9,0.01,0.046415888,0.940116202,0.417845622,0.96
2479,1.7,1.9,0.01,0.077426368,0.939362377,0.419247434,0.96
2579,1.7,1.9,0.01,0.129154967,0.938057574,0.421404367,0.956
2679,1.7,1.9,0.01,0.215443469,0.935736405,0.424495453,0.94
2779,1.7,1.9,0.01,0.359381366,0.931381198,0.428132031,0.906
2879,1.7,1.9,0.01,0.59948425,0.920180008,0.43219257,0.77
2979,1.7,1.9,0.01,1,0.911685007,0.420177927,0.56
3079,1.7,1.9,0.1,0.01,0.939664202,0.418974737,0.96
3179,1.7,1.9,0.1,0.016681005,0.93951137,0.419298715,0.96
3279,1.7,1.9,0.1,0.027825594,0.939254507,0.419830383,0.96
3379,1.7,1.9,0.1,0.046415888,0.938820603,0.420692995,0.96
3479,1.7,1.9,0.1,0.077426368,0.938081313,0.422064803,0.96
3579,1.7,1.9,0.1,0.129154967,0.936802839,0.424167467,0.96
3679,1.7,1.9,0.1,0.215443469,0.934531454,0.427156134,0.94
3779,1.7,1.9,0.1,0.359381366,0.930276737,0.430586492,0.908
3879,1.7,1.9,0.1,0.59948425,0.919785075,0.433190305,0.77
3979,1.7,1.9,0.1,1,0.911613101,0.420497271,0.562
4079,1.7,1.9,1,0.01,0.871247712,0.571313664,0.926
4179,1.7,1.9,1,0.016681005,0.871098316,0.571623792,0.926
4279,1.7,1.9,1,0.027825594,0.87084927,0.572128069,0.926
4379,1.7,1.9,1,0.046415888,0.87043421,0.572933064,0.926
4479,1.7,1.9,1,0.077426368,0.869742518,0.574175475,0.926
4579,1.7,1.9,1,0.129154967,0.868588964,0.575968326,0.922
4679,1.7,1.9,1,0.215443469,0.866658592,0.578165366,0.914
4779,1.7,1.9,1,0.359381366,0.863398774,0.579387662,0.886
4879,1.7,1.9,1,0.59948425,0.85628748,0.57580264,0.792
4979,1.7,1.9,1,1,0.855904384,0.544727714,0.614
80,1.8,1,0.0001,0.01,0.943741627,0.13029973,0.97
180,1.8,1,0.0001,0.016681005,0.943442241,0.130921769,0.97
280,1.8,1,0.0001,0.027825594,0.942935367,0.13192893,0.96
380,1.8,1,0.0001,0.046415888,0.942068482,0.133524755,0.96
480,1.8,1,0.0001,0.077426368,0.940559628,0.135953641,0.96
580,1.8,1,0.0001,0.129154967,0.937847377,0.139349584,0.94
680,1.8,1,0.0001,0.215443469,0.932656006,0.142926675,0.89
780,1.8,1,0.0001,0.359381366,0.91251624,0.16479647,0.742
880,1.8,1,0.0001,0.59948425,0.917347947,0.131078636,0.532
980,1.8,1,0.0001,1,0.931161419,0.17584953,0.48
1080,1.8,1,0.001,0.01,0.943733335,0.130317783,0.97
1180,1.8,1,0.001,0.016681005,0.943433997,0.130939725,0.97
1280,1.8,1,0.001,0.027825594,0.942927204,0.131946719,0.96
1380,1.8,1,0.001,0.046415888,0.942060463,0.133542247,0.96
